vhigh,vhigh,vhigh,vhigh,vhigh,vhigh,vhigh,vhigh,vhigh,vhigh,vhigh,vhigh,vhigh,vhigh,vhigh,vhigh,vhigh,vhigh,vhigh,vhigh,vhigh,vhigh,vhigh,vhigh,vhigh,vhigh,vhigh,vhigh,vhigh,vhigh,vhigh,vhigh,vhigh,vhigh,vhigh,vhigh,vhigh,vhigh,vhigh,vhigh,vhigh,vhigh,vhigh,vhigh,vhigh,vhigh,vhigh,vhigh,vhigh,vhigh,vhigh,vhigh,vhigh,vhigh,vhigh,vhigh,vhigh,vhigh,vhigh,vhigh,vhigh,vhigh,vhigh,vhigh,vhigh,vhigh,vhigh,vhigh,vhigh,vhigh,vlow,vhigh,vhigh,vhigh,vhigh,vhigh,vhigh,vhigh,vlow,vhigh,vhigh,vhigh,vhigh,vhigh,vhigh,vhigh,vhigh,vhigh,vhigh,vhigh,vhigh,vhigh,vhigh,vhigh,vhigh,vhigh,vhigh,vhigh,vhigh,vhigh,vhigh,vhigh,vhigh,vhigh,vhigh,vhigh,vhigh,vhigh,vhigh,vhigh,vhigh,vhigh,low,vhigh,vhigh,vlow,vhigh,vhigh,high,vhigh,vhigh,vhigh,vhigh,vhigh,vhigh,vhigh,vhigh,vhigh,vhigh,vhigh,vhigh,vhigh,vhigh,vhigh,vhigh,vhigh,vhigh,vhigh,vhigh,vhigh,vhigh,vhigh,vhigh,vhigh,vhigh,vhigh,vhigh,vhigh,vhigh,vhigh,vhigh,vhigh,vhigh,vhigh,vhigh,vhigh,vhigh,vhigh,vhigh,vhigh,vhigh,vhigh,vhigh,vhigh,vhigh,vhigh,vhigh,vhigh,vhigh,vhigh,vhigh,vhigh,vhigh,vhigh,vhigh,vhigh,vhigh,vhigh,vhigh,vhigh,vhigh,vhigh,vhigh,vhigh,vhigh,vhigh,vhigh,vhigh,vhigh,vhigh,vhigh,vhigh,vhigh,vhigh,vhigh,vhigh,vhigh,vhigh,vhigh,vhigh,Categoria 
vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,low,vlow,vlow,vlow,vlow,vlow,vlow,vlow,low,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,Deportes
vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,Deportes
vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,low,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,med,low,vlow,vlow,vlow,vlow,vlow,vlow,vlow,med,vlow,vlow,vlow,vlow,vlow,low,vlow,med,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,Deportes
vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,Deportes
vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,med,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,Deportes
vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,low,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,low,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,low,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,Deportes
vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,low,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,low,vlow,vlow,vlow,vlow,low,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,low,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,low,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,low,vlow,Deportes
vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,Cultura
vlow,vlow,vlow,vlow,vlow,vlow,vlow,low,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,low,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,low,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,low,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,low,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,low,low,vlow,med,vlow,low,low,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,low,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,low,vlow,vlow,vlow,vlow,vlow,low,vlow,vlow,vlow,Cultura
vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,low,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,low,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,low,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,low,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,low,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,Cultura
vlow,vlow,vlow,vlow,vlow,vlow,vlow,low,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,low,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,low,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,low,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,low,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,low,vlow,vlow,vlow,low,vlow,vlow,vlow,vlow,vlow,low,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,low,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,low,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,low,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,Cultura
vlow,vlow,vlow,vlow,vlow,vlow,vlow,low,vlow,vlow,vlow,low,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,low,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,low,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,low,low,vlow,vlow,vlow,vlow,low,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,low,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,low,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,low,vlow,vlow,vlow,low,low,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vhigh,low,low,vlow,vlow,low,low,low,med,low,vlow,med,low,vlow,vlow,vlow,low,low,vlow,vlow,vlow,vlow,low,vlow,vlow,vlow,vlow,vlow,vlow,vlow,low,vlow,vlow,vlow,vlow,low,vlow,vlow,vlow,low,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,low,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,low,vlow,vlow,vlow,vlow,vlow,low,vlow,low,vlow,Cultura
vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,low,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,low,vlow,vlow,vlow,vlow,low,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,high,med,vlow,low,vlow,low,vlow,vlow,vlow,vlow,low,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,med,vlow,vlow,vlow,vlow,vlow,vlow,vlow,low,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,low,vlow,Cultura
vlow,vlow,vlow,low,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,low,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,low,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,low,low,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,low,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,low,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,Cultura
vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,low,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,low,vlow,vlow,vlow,vlow,low,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,low,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,low,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,low,vlow,Cultura
vlow,vlow,vlow,vlow,vlow,vlow,vlow,low,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,low,low,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,low,vlow,vlow,vlow,vlow,low,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,high,vhigh,vlow,low,vlow,low,low,low,low,vlow,low,med,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vhigh,vlow,vlow,vlow,vlow,vlow,vlow,vlow,low,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,vlow,low,vlow,low,vlow,Cultura
